product_ndc,brand_name,generic_name,labeler_name,product_type,dosage_form,route,marketing_category,marketing_start_date,marketing_end_date,active_ingredients,pharm_class,dea_schedule,finished,listing_expiration_date
0069-0600,PENBRAYA,"meningococcal groups a, b, c, w, and y vaccine",Pfizer Laboratories Div Pfizer Inc,VACCINE,KIT,,BLA,20231127,,,,,True,20271231
0069-3070,Zithromax,azithromycin dihydrate,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20020524,,AZITHROMYCIN DIHYDRATE (500 mg/1),Macrolide Antimicrobial [EPC]; Macrolides [CS],,True,20271231
42816-0090,,alprazolam,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,19811016,,ALPRAZOLAM (1 mg/1),,CIV,False,20261231
53869-1473,,PREGABALIN,Pfizer Manufacturing Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20180101,,PREGABALIN (165 mg/1),,CV,False,20261231
60793-860,LEVOXYL,levothyroxine sodium,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20010525,,LEVOTHYROXINE SODIUM (200 ug/1),Thyroxine [CS]; l-Thyroxine [EPC],,True,20261231
10829-0055,,orforglipron,Pfizer Italia S.r.l.,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20260525,,ORFORGLIPRON CALCIUM (5.5 mg/1),,,False,20271231
42816-0094,,alprazolam,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,20220308,,ALPRAZOLAM (2 mg/1),,CIV,False,20261231
10829-0145,,orforglipron,Pfizer Italia S.r.l.,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20260703,,ORFORGLIPRON CALCIUM (14.5 mg/1),,,False,20271231
42816-0101,,conjugated estrogens,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,POWDER,,DRUG FOR FURTHER PROCESSING,20150828,,"ESTROGENS, CONJUGATED (1 kg/kg)",,,False,20261231
0071-0737,Lopid,gemfibrozil,Parke-Davis Div of Pfizer Inc,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20040330,,GEMFIBROZIL (600 mg/1),Fibric Acids [CS]; Peroxisome Proliferator Receptor alpha Agonist [EPC]; Peroxisome Proliferator-activated Receptor alpha Agonists [MoA],,True,20271231
53869-2076,,doxazosin,Pfizer Manufacturing Deutschland GmbH,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,20260130,,DOXAZOSIN MESYLATE (2 mg/1),,,False,20271231
10829-0172,,orforglipron,Pfizer Italia S.r.l.,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20260704,,ORFORGLIPRON CALCIUM (17.2 mg/1),,,False,20271231
42816-0470,,propranolol hydrochloride,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20170127,,PROPRANOLOL HYDROCHLORIDE (60 mg/1),,,False,20261231
53869-2085,,nirmatrelvir,Pfizer Manufacturing Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20211126,,NIRMATRELVIR (150 mg/1),,,False,20261231
42816-0471,,propranolol hydrochloride,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20170127,,PROPRANOLOL HYDROCHLORIDE (80 mg/1),,,False,20261231
53869-2230,,CRIZOTINIB,Pfizer Manufacturing Deutschland GmbH (Betriebssttte Freiburg),DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20110930,,CRIZOTINIB (250 mg/1),,,False,20261231
0069-0334,Litfulo,ritlecitinib,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,20230706,,RITLECITINIB TOSYLATE (50 mg/1),Cytochrome P450 1A2 Inhibitors [MoA]; Cytochrome P450 3A Inhibitors [MoA]; Janus Kinase 3 Inhibitors [MoA]; Kinase Inhibitor [EPC]; Tyrosine Kinase Inhibitors [MoA],,True,20271231
0069-1500,Xalkori,CRIZOTINIB,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"CAPSULE, COATED PELLETS",ORAL,NDA,20231120,,CRIZOTINIB (150 mg/1),Cytochrome P450 2B6 Inhibitors [MoA]; Cytochrome P450 3A Inhibitors [MoA]; Kinase Inhibitor [EPC]; Organic Cation Transporter 1 Inhibitors [MoA]; Organic Cation Transporter 2 Inhibitors [MoA]; P-Glycoprotein Inhibitors [MoA]; Receptor Tyrosine Kinase Inhibitors [MoA],,True,20261231
10829-0557,,ELETRIPTAN HYDROBROMIDE,Pfizer Italia S.r.l.,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20021226,,ELETRIPTAN HYDROBROMIDE (40 mg/1),,,False,20261231
42816-0473,,propranolol hydrochloride,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20170127,,PROPRANOLOL HYDROCHLORIDE (120 mg/1),,,False,20261231
53869-2231,,CRIZOTINIB,Pfizer Manufacturing Deutschland GmbH (Betriebssttte Freiburg),DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20110930,,CRIZOTINIB (200 mg/1),,,False,20261231
10829-0558,,ELETRIPTAN HYDROBROMIDE,Pfizer Italia S.r.l.,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20021226,,ELETRIPTAN HYDROBROMIDE (20 mg/1),,,False,20261231
0069-6180,Caduet,amlodipine and atorvastatin,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20220831,,AMLODIPINE BESYLATE (5 mg/1); ATORVASTATIN CALCIUM TRIHYDRATE (10 mg/1),Calcium Channel Antagonists [MoA]; Calcium Channel Blocker [EPC]; Cytochrome P450 3A Inhibitors [MoA]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS]; HMG-CoA Reductase Inhibitor [EPC]; Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA],,True,20271231
42816-0479,,propranolol hydrochloride,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"CAPSULE, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20170127,,PROPRANOLOL HYDROCHLORIDE (160 mg/1),,,False,20261231
53869-2347,,PREGABALIN,Pfizer Manufacturing Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20180101,,PREGABALIN (330 mg/1),,CV,False,20261231
0069-0411,TicoVac,Tick-Borne Encephalitis Vaccine,Pfizer Laboratories Div Pfizer Inc,VACCINE,INJECTION,INTRAMUSCULAR,BLA,20211025,,TICK-BORNE ENCEPHALITIS PURIFIED ANTIGEN (FORMALDEHYDE INACTIVATED) (2.4 ug/.5mL),,,True,20271231
0069-1540,Norvasc,amlodipine besylate,PFIZER LABORATORIES DIV PFIZER INC,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,19920731,20271031,AMLODIPINE BESYLATE (10 mg/1),Calcium Channel Antagonists [MoA]; Calcium Channel Blocker [EPC]; Cytochrome P450 3A Inhibitors [MoA]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS],,True,
42816-1040,,SIROLIMUS,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, SUGAR COATED",,DRUG FOR FURTHER PROCESSING,20100301,,SIROLIMUS (.5 mg/1),,,False,20261231
53869-4900,,sertraline hydrochloride,Pfizer Manufacturing Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20200901,,SERTRALINE HYDROCHLORIDE (50 mg/1),,,False,20261231
60715-0015,,dacomitinib,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20161107,,DACOMITINIB (1 kg/kg),,,False,20271231
42816-1041,,SIROLIMUS,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, SUGAR COATED",,DRUG FOR FURTHER PROCESSING,20010701,,SIROLIMUS (1 mg/1),,,False,20261231
0069-7232,Caduet,amlodipine and atorvastatin,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20220831,,AMLODIPINE BESYLATE (10 mg/1); ATORVASTATIN CALCIUM TRIHYDRATE (20 mg/1),Calcium Channel Antagonists [MoA]; Calcium Channel Blocker [EPC]; Cytochrome P450 3A Inhibitors [MoA]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS]; HMG-CoA Reductase Inhibitor [EPC]; Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA],,True,20271231
53869-4910,,sertraline hydrochloride,Pfizer Manufacturing Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20200901,,SERTRALINE HYDROCHLORIDE (100 mg/1),,,False,20261231
42816-1042,,SIROLIMUS,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, SUGAR COATED",,DRUG FOR FURTHER PROCESSING,20010701,,SIROLIMUS (2 mg/1),,,False,20261231
53869-4960,,sertraline hydrochloride,Pfizer Manufacturing Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20201001,,SERTRALINE HYDROCHLORIDE (25 mg/1),,,False,20261231
0069-0253,Fragmin,Dalteparin Sodium,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,20221017,,DALTEPARIN SODIUM (2500 [iU]/mL),Anti-coagulant [EPC]; Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20261231
42816-1100,,conjugated estrogens,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120101,,"ESTROGENS, CONJUGATED (.3 mg/1)",,,False,20261231
53869-8077,,doxazosin,Pfizer Manufacturing Deutschland GmbH,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,20260107,,DOXAZOSIN MESYLATE (8 mg/1),,,False,20271231
60715-0020,,fluconazole,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,19900129,,FLUCONAZOLE (1 kg/kg),,,False,20271231
60715-0188,,Palbociclib,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20131004,,PALBOCICLIB (1 kg/kg),,,False,20271231
0025-0333,ABRILADA,adalimumab-afzb,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,KIT,,BLA,20231214,,,,,True,20271231
0069-1061,Cutaquig,immunoglobulin G,Pfizer Laboratories Div Pfizer Inc,PLASMA DERIVATIVE,SOLUTION,SUBCUTANEOUS,BLA,20190913,,HUMAN IMMUNOGLOBULIN G (165 mg/mL),Antigen Neutralization [MoA]; Human Immunoglobulin G [EPC]; Immunoglobulins [CS]; Passively Acquired Immunity [PE],,True,20261231
0069-4494,Elrexfio,elranatamab-bcmm,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20230815,,ELRANATAMAB (76 mg/1.9mL),,,True,20271231
42816-1101,,conjugated estrogens,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120101,,"ESTROGENS, CONJUGATED (.45 mg/1)",,,False,20261231
60715-0242,,FESOTERODINE FUMARATE,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20080101,,FESOTERODINE FUMARATE (1 kg/kg),,,False,20271231
0008-1211,Pristiq Extended-Release,desvenlafaxine succinate,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",HUMAN PRESCRIPTION DRUG,"TABLET, EXTENDED RELEASE",ORAL,NDA,20080501,,DESVENLAFAXINE SUCCINATE (50 mg/1),Cytochrome P450 2D6 Inhibitors [MoA]; Norepinephrine Uptake Inhibitors [MoA]; Serotonin Uptake Inhibitors [MoA]; Serotonin and Norepinephrine Reuptake Inhibitor [EPC],,True,20271231
0046-1108,Prempro,conjugated estrogens and medroxyprogesterone acetate,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",HUMAN PRESCRIPTION DRUG,"TABLET, SUGAR COATED",ORAL,NDA,20121203,,"ESTROGENS, CONJUGATED (.625 mg/1); MEDROXYPROGESTERONE ACETATE (5 mg/1)",Estrogen Receptor Agonists [MoA]; Estrogen [EPC]; Estrogens; Conjugated (USP) [CS]; Progesterone Congeners [CS]; Progestin [EPC],,True,20271231
42816-1102,,conjugated estrogens,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120101,,"ESTROGENS, CONJUGATED (.625 mg/1)",,,False,20261231
60715-0445,,Doxycycline Hyclate,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20140402,,DOXYCYCLINE HYCLATE (1 kg/kg),,,False,20261231
42816-1103,,conjugated estrogens,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120101,,"ESTROGENS, CONJUGATED (.9 mg/1)",,,False,20261231
60715-0647,,Tafamidis,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20181031,,TAFAMIDIS (1 kg/kg),,,False,20261231
0013-2651,GENOTROPIN,somatropin,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,KIT,,BLA,19951220,,,,,True,20271231
0069-0189,Ibrance,palbociclib,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,20150203,,PALBOCICLIB (125 mg/1),Cytochrome P450 3A Inhibitors [MoA]; Kinase Inhibitor [EPC]; Kinase Inhibitors [MoA],,True,20271231
42816-1104,,conjugated estrogens,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20120101,,"ESTROGENS, CONJUGATED (1.25 mg/1)",,,False,20261231
60715-1000,,tofacitinib citrate,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20121106,,TOFACITINIB CITRATE (1 kg/kg),,,False,20261231
0069-0501,XELJANZ XR,tofacitinib,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,NDA,20160307,,TOFACITINIB CITRATE (11 mg/1),Janus Kinase Inhibitor [EPC]; Janus Kinase Inhibitors [MoA],,True,20271231
42816-1105,,CONJUGATED ESTROGENS and MEDROXYPROGESTERONE ACETATE,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, SUGAR COATED",,DRUG FOR FURTHER PROCESSING,20120101,,"ESTROGENS, CONJUGATED (.3 mg/1); MEDROXYPROGESTERONE ACETATE (1.5 mg/1)",,,False,20261231
60715-1001,,tigecycline,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20180619,,TIGECYCLINE (1 kg/kg),,,False,20261231
0069-2151,HYMPAVZI,marstacimab-hncq,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20241105,,MARSTACIMAB (150 mg/mL),,,True,20271231
42816-1106,,CONJUGATED ESTROGENS and MEDROXYPROGESTERONE ACETATE,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, SUGAR COATED",,DRUG FOR FURTHER PROCESSING,20120101,,"ESTROGENS, CONJUGATED (.45 mg/1); MEDROXYPROGESTERONE ACETATE (1.5 mg/1)",,,False,20261231
60715-1125,,Temsirolimus,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20170201,,TEMSIROLIMUS (1 kg/kg),,,False,20271231
42816-1107,,CONJUGATED ESTROGENS and MEDROXYPROGESTERONE ACETATE,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, SUGAR COATED",,DRUG FOR FURTHER PROCESSING,20120101,,"ESTROGENS, CONJUGATED (.625 mg/1); MEDROXYPROGESTERONE ACETATE (2.5 mg/1)",,,False,20261231
0069-8425,Octagam Immune Globulin (Human),Immune Globulin,Pfizer Laboratories Div Pfizer Inc,PLASMA DERIVATIVE,SOLUTION,INTRAVENOUS,BLA,20231113,,HUMAN IMMUNOGLOBULIN G (50 mg/mL),Antigen Neutralization [MoA]; Human Immunoglobulin G [EPC]; Immunoglobulins [CS]; Passively Acquired Immunity [PE],,True,20261231
60715-1203,,ziprasidone mesilate,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20180326,,ZIPRASIDONE MESYLATE (1 kg/kg),,,False,20261231
42816-1108,,CONJUGATED ESTROGENS and MEDROXYPROGESTERONE ACETATE,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, SUGAR COATED",,DRUG FOR FURTHER PROCESSING,20120101,,"ESTROGENS, CONJUGATED (.625 mg/1); MEDROXYPROGESTERONE ACETATE (5 mg/1)",,,False,20261231
60715-1551,,Crizotinib,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20231027,,CRIZOTINIB (1 kg/kg),,,False,20261231
0069-0293,Nivestym,filgrastim-aafi,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,20190311,,FILGRASTIM (300 ug/mL),Granulocyte Colony-Stimulating Factor [CS]; Increased Myeloid Cell Production [PE]; Leukocyte Growth Factor [EPC],,True,20261231
42816-1134,,ziprasidone,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20250312,,ZIPRASIDONE HYDROCHLORIDE (80 mg/1),,,False,20271231
0069-1307,RETACRIT,epoetin alfa-epbx,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,20180618,,EPOETIN (4000 [iU]/mL),Erythropoiesis-stimulating Agent [EPC]; Erythropoietin [CS]; Increased Erythroid Cell Production [PE],,True,20261231
42816-1210,,desvenlafaxine succinate,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20141115,,DESVENLAFAXINE SUCCINATE (25 mg/1),,,False,20261231
60715-1700,,voriconazole,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20190101,,VORICONAZOLE (1 kg/kg),,,False,20261231
0025-1461,Cytotec,misoprostol,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,19861227,,MISOPROSTOL (200 ug/1),Prostaglandin E1 Analog [EPC]; Prostaglandins E; Synthetic [CS],,True,20271231
60715-2085,,nirmatrelvir,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20220819,,NIRMATRELVIR (1 kg/kg),,,False,20261231
0069-5474,CEREBYX,Fosphenytoin Sodium,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,NDA,20131028,,FOSPHENYTOIN SODIUM (50 mg/mL),Anti-epileptic Agent [EPC]; Cytochrome P450 1A2 Inducers [MoA]; Cytochrome P450 2B6 Inducers [MoA]; Cytochrome P450 2C19 Inducers [MoA]; Cytochrome P450 2C8 Inducers [MoA]; Cytochrome P450 2C9 Inducers [MoA]; Cytochrome P450 2D6 Inducers [MoA]; Cytochrome P450 3A Inducers [MoA]; Decreased Central Nervous System Disorganized Electrical Activity [PE],,True,20261231
42816-1211,,desvenlafaxine succinate,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20120101,,DESVENLAFAXINE SUCCINATE (50 mg/1),,,False,20261231
60715-2345,,talazoparib tosylate,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20230109,,TALAZOPARIB TOSYLATE (1 kg/kg),,,False,20271231
42816-1222,,desvenlafaxine succinate,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,"TABLET, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,20120101,,DESVENLAFAXINE SUCCINATE (100 mg/1),,,False,20261231
60715-2811,,Dofetilide,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20110225,,DOFETILIDE (1 kg/kg),,,False,20271231
0013-2658,GENOTROPIN,somatropin,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,KIT,,BLA,19951220,,,,,True,20271231
0069-0217,Fragmin,Dalteparin Sodium,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,20150401,,DALTEPARIN SODIUM (10000 [iU]/mL),Anti-coagulant [EPC]; Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20261231
42816-1329,,ziprasidone,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20250312,,ZIPRASIDONE HYDROCHLORIDE (40 mg/1),,,False,20271231
60715-3150,,Azithromycin,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20111229,,"AZITHROMYCIN, UNSPECIFIED FORM (1 kg/kg)",,,False,20261231
0069-0546,Talzenna,talazoparib,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"CAPSULE, LIQUID FILLED",ORAL,NDA,20240417,,TALAZOPARIB TOSYLATE (.5 mg/1),Poly(ADP-Ribose) Polymerase Inhibitor [EPC]; Poly(ADP-Ribose) Polymerase Inhibitors [MoA],,True,20271231
0069-2660,Procardia XL,nifedipine,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,NDA,19890906,,NIFEDIPINE (60 mg/1),Calcium Channel Antagonists [MoA]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS],,True,20261231
42816-1933,,ziprasidone,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20250312,,ZIPRASIDONE HYDROCHLORIDE (60 mg/1),,,False,20271231
60715-3211,,crisaborole,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20201008,,CRISABOROLE (1 kg/kg),,,False,20261231
42816-2001,,ziprasidone hydrochloride,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20130101,,ZIPRASIDONE HYDROCHLORIDE (20 mg/1),,,False,20261231
60715-3270,,piroxicam,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20030213,,PIROXICAM (1 kg/kg),,,False,20261231
42816-2002,,ziprasidone hydrochloride,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20130101,,ZIPRASIDONE HYDROCHLORIDE (40 mg/1),,,False,20261231
0071-0401,Neurontin,gabapentin,Parke-Davis Div of Pfizer Inc,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,19981009,20260731,GABAPENTIN (800 mg/1),Decreased Central Nervous System Disorganized Electrical Activity [PE],,True,
60715-4344,,Tafamidis,Pfizer Ireland Pharmaceuticals Unlimited Company,BULK INGREDIENT,POWDER,,BULK INGREDIENT,20181031,,TAFAMIDIS (1 kg/kg),,,False,20261231
42816-2003,,ziprasidone hydrochloride,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20130101,,ZIPRASIDONE HYDROCHLORIDE (60 mg/1),,,False,20261231
42816-2004,,ziprasidone hydrochloride,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20130101,,ZIPRASIDONE HYDROCHLORIDE (80 mg/1),,,False,20261231
0069-0315,Zirabev,bevacizumab-bvzr,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS,BLA,20200113,,BEVACIZUMAB (100 mg/4mL),Vascular Endothelial Growth Factor Inhibitor [EPC]; Vascular Endothelial Growth Factor Inhibitors [MoA]; Vascular Endothelial Growth Factor-directed Antibody Interactions [MoA],,True,20261231
0069-1442,Doxorubicin Hydrochloride,Doxorubicin Hydrochloride,Pfizer Laboratories Div Pfizer Inc,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS,NDA,20241014,,DOXORUBICIN HYDROCHLORIDE (2 mg/mL),Anthracycline Topoisomerase Inhibitor [EPC]; Anthracyclines [CS]; Topoisomerase Inhibitors [MoA],,True,20271231
42816-7717,,norgestrel,Pfizer Ireland Pharmaceuticals Unlimited Company,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,20260403,,NORGESTREL (.075 mg/1),,,False,20271231
